info,source,img,link,classification
“OMS admite que alto número de falsos positivos dos testes de PCR criaram uma falsa pandemia” ,,https://piaui.folha.uol.com.br/lupa/wp-content/uploads/2021/01/testes-pcr-interna.jpg,https://piaui.folha.uol.com.br/lupa/2021/01/27/verificamos-oms-testes-pcr/,FALSO
"“Uma força tarefa da Polícia Federal, descobriu que a empresa farmacêutica Sinovac Biotech Ltd, meses antes de assinar um acordo com o governo do estado de SP, e o instituto Butantan, teve 20% das ações compradas por um grupo de investidores aqui do Brasil, grupo de investidores que o maior societário é Fábio Luís Lula da Silva ( filho do ex presidente corrupto Lula), esses 20% custaram 100 milhões de reais na época da compra, agora com a mídia em cima dessa vacina de eficácia dúvidosa esses 100 milhões se transformaram em 1,5 bilhões de reais”
 ",Texto que circula no WhatsApp,https://piaui.folha.uol.com.br/lupa/wp-content/uploads/2021/01/meiopf.png,https://piaui.folha.uol.com.br/lupa/2021/01/26/verificamos-filho-lula-sinovac/,FALSO
"“Saiu no Estadão de hoje. Vale a pena a leitura e a reflexão 👇👇 Antonio Hamilton Martins Mourão VICE-PRESIDENTE DA REPÚBLICA Não vi nosso presidente proibir nem obrigar ninguém a se vacinar… Mas vi uma suprema corte decidir que quem não se vacinar perderá direitos… Não vi os laboratórios solicitarem aprovação do órgão técnico (ANVISA) para poderem comercializarem suas vacinas aqui… Mas os vi solicitarem que os governos assinem um termo que os isentem de responsabilidades se surgirem efeitos colaterais graves/desconhecidos… Vi um presidente que optou por não se vacinar e não mentiu para sua população… Mas vi autoridades fingirem que se vacinaram… Vi autoridades proibindo uso de droga muito conhecida e segura… Mas as vi tomarem (e se auto prescreverem!!!) quando adoeceram… Não vi ninguém chamar o Mandeta de genocida por ter dado a pior orientação possível de toda essa epidemia… Mas vejo muitos chamarem o presidente por não fazer lockdown, embora tenha sido facultado a prefeitos e governadores o combate a COVID de maneira que lhes parecesse melhor… Não ouvi críticas incisivas e diárias sobre a compra de respiradores que não funcionaram, superfaturamento e nem de hospitais de campanha que não funcionaram… Mas vejo críticas ferozes por qualquer declaração do presidente… Vi o presidente ser chamado de inabil por não negociar com o congresso… e depois de fazer concessões a este para poder governar… Vi uma suprema corte legislar e governar, mas deixar caducar processos… Não vi petistas/esquerdistas abandonarem o barco nem quando ficou PROVADO o quanto Lula tinha roubado… Mas vejo a direita conservadora diminuir seu apoio a um presidente que não rouba mas que não é politicamente correto… Vi um presidente sozinho contra o mundo tentando repatriar sua floresta e acaber [sic] com a exploração estrangeira… Mas só vi noticiado que era um incendiário… Não vi tanta indignação quando o filho do Lula se transformou de estagiário de zoológico a grande empresário… Mas vi discursos inflamados contra o Presidente porque seu filho teria feito a famosa “rachadinha” (aliás, incluída no estatuto do PT!)… Vi pessoas serem presas por caminharem sem máscaras nas ruas e ameçadas [sic] de prisão para quem ousasse passar o Natal em família… Mas vi criminosos serem soltos para que pudessem passar com as suas… Vejo uma parcela da população que não aceitou o resultado da eleição até hoje ser chamada de democrática e um presidente que luta para manter a liberdade individual, armar a população e diminuir o poder do estado ser chamado de fascista… Vejo pessoas cujo estilo de vida é atacado pela esquerda que quer literalmente destrui-lo virando as costas para o único homem de coragem que apareceu por aqui para defender a família, o trabalho e a liberdade… Aí eu te pergunto, inteligência: o que tu queres para a tua vida? Para a vida dos teus filhos? Que futuro tu achas que pode existir com Maias, Ciros, Haddads e Amoedos???? 😳😳😳😳😳 Entendam de uma vez por todas que Bolsonaro não é a melhor opção… Ele é a ÚNICA opção!!!” ",,,https://piaui.folha.uol.com.br/lupa/2021/01/28/verificamos-mourao-artigo-estadao/,FALSO
"“LEI ROUANET 
 TORRARAM 15 BILHÕES 
 FARRA COM DINHEIRO DE ESCOLAS E HOSPITAIS” ","Post publicado noFacebook que, até as 17h30 do dia 26 de janeiro de 2021, tinha sido compartilhado 39 mil vezes",https://piaui.folha.uol.com.br/lupa/wp-content/uploads/2021/01/2601-Lei-Rouanet-Interna.png,https://piaui.folha.uol.com.br/lupa/2021/01/27/verificamos-lei-rouanet-15-bilhoes-saude-educacao/,FALSO
“Vou deixar vocês assistirem o vídeo e depois comentem. Eu não sei mais o que dizer” ,,https://piaui.folha.uol.com.br/lupa/wp-content/uploads/2021/01/video-instagram-vacina-interna.jpg,https://piaui.folha.uol.com.br/lupa/2021/01/27/verificamos-vacina-presidente-figueiredo/,FALSO
"“Dane-se o povo e os cadáveres, se o vírus cumprir ‘sua missão’ de ‘abreviar’ o governo, tudo está bem.” ","Frase atribuída à atriz Fernanda Torres em post noFacebook que, até as 15h40 do dia 26 de janeiro de 2021, tinha 248 compartilhamentos",https://piaui.folha.uol.com.br/lupa/wp-content/uploads/2021/01/2601-frase-fernanda-torres-interna.png,https://piaui.folha.uol.com.br/lupa/2021/01/26/verificamos-fernanda-torres-abreviar-governo/,FALSO
"“WhatsApp vai deixar e funcionar em aparelhos da Samsung, Motorola, Sony e iPhone” ","Título de conteúdo de site publicado no Facebook que, até as 15h do dia 28 de janeiro de 2021, tinha 159 compartilhamentos",https://piaui.folha.uol.com.br/lupa/wp-content/uploads/2021/01/2801-WhatsApp-_interna_.png,https://piaui.folha.uol.com.br/lupa/2021/01/28/verificamos-whatsapp-deixara-funcionar/,FALSO
“[…] Biden: Cloroquina é eficaz.” ,,https://piaui.folha.uol.com.br/lupa/wp-content/uploads/2021/01/biden-cloroquina-interna.jpg,https://piaui.folha.uol.com.br/lupa/2021/01/25/verificamos-biden-cloroquina-eficaz/,FALSO
“Manifestação em Brasília foi incrível #ForaBolsonaro” ,,https://piaui.folha.uol.com.br/lupa/wp-content/uploads/2021/01/carreata-bolsonaro-interna.jpg,https://piaui.folha.uol.com.br/lupa/2021/01/25/verificamos-video-carreata-impeachment/,FALSO
“Amapá faz tratamento precoce (…)” ,"Post publicado no Facebook que, até as 13h30 do dia 25 de janeiro de 2021, tinha 143 compartilhamentos",https://piaui.folha.uol.com.br/lupa/wp-content/uploads/2021/01/amapá-interna.png,https://piaui.folha.uol.com.br/lupa/2021/01/25/verificamos-amapa-taxa-letalidade-covid-19/,VERDADEIRO
“(…) e tem uma das menores taxas de letalidade do mundo!” ,"Post publicado no Facebook que, até as 13h30 do dia 25 de janeiro de 2021, tinha 143 compartilhamentos",,https://piaui.folha.uol.com.br/lupa/2021/01/25/verificamos-amapa-taxa-letalidade-covid-19/,FALSO
"“Hidroxicloroquina! Após o presidente Bolsonaro negar apoio ao uso da Vacina Chinesa Coronavac, e ser acusado pelo Governador de São Paulo João Doria por negacionista em defesa do uso de cloroquina. Hoje 22/01, o Estados Unidos tbem aderiu em Sistema de Saúde a indicação de Hidroxicloroquina a população Americana!” ","Post publicado no Facebook que, até as 18h30 do dia 22 de janeiro de 2021, tinha 17 compartilhamentos",https://piaui.folha.uol.com.br/lupa/wp-content/uploads/2021/01/Hidroxicloroquina-nos-EUA-22.01.png,https://piaui.folha.uol.com.br/lupa/2021/01/22/verificamos-estados-unidos-recomendar-hidroxicloroquina/,FALSO
"“Cientistas pedem desculpas por erro”
 ","Legenda de imagem  que, até às 13h do dia 25 de janeiro de 2021, tinha sido compartilhado por 3 mil pessoas no Facebook",https://piaui.folha.uol.com.br/lupa/wp-content/uploads/2021/01/lancetmeio.png,https://piaui.folha.uol.com.br/lupa/2021/01/25/verificamos-hidroxicloroquina-lancet/,"VERDADEIRO, MAS"
"“Segundo informações apuradas pela Rádio Litoral FM Carlos Bolsonaro esteve hoje no Hospital Central do Exército no Rio de Janeiro e vacinou-se contra  a Covid-19”
 ","Texto em imagem  que, até às 13h do dia 22 de janeiro de 2021, tinha sido compartilhado por mais de 400 pessoas no Facebook",https://piaui.folha.uol.com.br/lupa/wp-content/uploads/2021/01/carlosmeio-1.png,https://piaui.folha.uol.com.br/lupa/2021/01/22/verificamos-carlos-bolsonaro-vacina/,FALSO
"“Cientistas britânicos afirmam que ivermectina reduz mortes por Covid em até 75%” 
 ","Publicação noFacebook que, até as 13h30 do dia 21 de janeiro de 2021, tinha sido compartilhada por 1,3 mil pessoas",https://piaui.folha.uol.com.br/lupa/wp-content/uploads/2021/01/Ivermectina-21.01.png,https://piaui.folha.uol.com.br/lupa/2021/01/22/verificamos-ivermectina-liverpool/,EXAGERADO
"Limitações “Análise de pesquisadores da Universidade de Liverpool aponta ivermectina como tratamento eficaz e acessível em casos da doença”
 ","Publicação noFacebook que, até as 13h30 do dia 21 de janeiro de 2021, tinha sido compartilhada por 1,3 mil pessoas",,https://piaui.folha.uol.com.br/lupa/2021/01/22/verificamos-ivermectina-liverpool/,FALSO
“As duas técnicas de enfermagem […] Fazendo reação pós vacina. As duas enfermeiras do hospital de paraty RJ. Acabam de ser internadas imediatamente com vômitos e passando mal devido às vacinas do COVID 19 CORONAVAC CHINESA. Ela [sic] estão com reações adversas graves!” ,,https://piaui.folha.uol.com.br/lupa/wp-content/uploads/2021/01/reacao-vacina-interna.jpg,https://piaui.folha.uol.com.br/lupa/2021/01/22/verificamos-enfermeiras-paraty-coronavac/,FALSO
“Jovem tenta ser vacinado antes disfarçado de idoso em SC” ,,https://piaui.folha.uol.com.br/lupa/wp-content/uploads/2021/01/disfarce-vacina-interna.jpg,https://piaui.folha.uol.com.br/lupa/2021/01/20/verificamos-jovem-vacinado-disfarce/,FALSO
"“Invasores do Capitólio descobrem que não podem embarcar porque foram incluídos numa lista no-fly enquanto são investigados. Um deles histérico berra; ‘eles estão me chamando de terrorista!’” 
 ",Vídeo que circula no WhatsApp,https://piaui.folha.uol.com.br/lupa/wp-content/uploads/2021/01/printnoflyinterna.png,https://piaui.folha.uol.com.br/lupa/2021/01/19/verificamos-invasor-capitolio-aviao/,FALSO
"“Como início da aulas presenciais (sic) na rede pública apartir de fevereiro, iremos vacinas as crianças dentro de sala de aula, será uma forma de garantir a imunização das crianças do estado de São Paulo com a vacina do consórcio CoronaVach/Butantã. Apenas de críticas de pessoas desinformadas, a imunização será iniciada. É São Paulo salvando vidas” ","Tuíte atribuído ao governador de São Paulo, João Doria, que circula pelo Whatsapp",https://piaui.folha.uol.com.br/lupa/wp-content/uploads/2021/01/doriaca.png,https://piaui.folha.uol.com.br/lupa/2021/01/19/verificamos-doria-criancas-vacinadas/,FALSO
“Angélica esposa do Huck foi entrevistada pela Jovem Pan Ela disse que é a favor de todo povo brasileiro toma [sic] vacina da China o repórter perguntou se ela tem coragem de tomar a vacina ela disse que nem ela e nem a família dela precisa tomar vacina porque eles têm a imunidade alta” ,,https://piaui.folha.uol.com.br/lupa/wp-content/uploads/2021/01/angelica-interna.jpg,https://piaui.folha.uol.com.br/lupa/2021/01/19/verificamos-angelica-vacina-covid/,FALSO
"“Pesquisa Ibope: Aprovação de Bolsonaro vai a 80%. Se você não viralizar, a grande mídia não fará isso por você” ",,https://piaui.folha.uol.com.br/lupa/wp-content/uploads/2021/01/bolsonaro-ibope-interna-1.jpg,https://piaui.folha.uol.com.br/lupa/2021/01/20/verificamos-ibope-bolsonaro-aprovacao/,FALSO
"“Bem-vindo a nova Venezuela. […] Isso aqui é o BIG, não aguentou a concorrência por causa dos impostos do governador Doria, estado de São Paulo, fazendo isso com o nosso país. Bem-vindo a nova Venezuela. Tudo se desfazendo, não tem mais nada para comprar […]” ",Esta publicação foi corrigida às 10h16 do dia 22 de Janeiro de 2021. Veja abaixo.,https://piaui.folha.uol.com.br/lupa/wp-content/uploads/2021/01/big-sp-interna.jpg,https://piaui.folha.uol.com.br/lupa/2021/01/21/verificamos-supermercado-big-fechara/,FALSO
“Fake: Governo da Venezuela não mandou cilindros de oxigênio para Amazonas” ,,https://piaui.folha.uol.com.br/lupa/wp-content/uploads/2021/01/venezuela-oxigenio-interna.jpg,https://piaui.folha.uol.com.br/lupa/2021/01/19/verificamos-venezuela-oxigenio-manaus/,FALSO
"“Por quê (sic) Mônica Calazans tomou a ‘primeira vacina’ se teoricamente ela já estava imunizada por ter participado dos estudos da vacina experimental do Butantan?”
 ","Imagem publicada no Facebook que, até as 9h do dia 18 de janeiro de 2021, tinha sido compartilhada por mais de 400 pessoas",https://piaui.folha.uol.com.br/lupa/wp-content/uploads/2021/01/printcalazansfaje.png,https://piaui.folha.uol.com.br/lupa/2021/01/18/verificamos-monica-calazans-placebo/,FALSO
"“Na Inglaterra, fizeram estudos com animais, cachorros, uns meses atrás. E vacinaram 20 cachorros. Os outros 20 não vacinaram. Os 20 que não vacinaram passaram bem, continuaram, não morreram. E todos os 20 que vacinaram morreram. É a mesma vacina que eles estão usando, é a mesma.” ",Áudio que circula em grupos de WhatsApp,https://piaui.folha.uol.com.br/lupa/wp-content/uploads/2021/01/Áudio-WhatsAoo-Vacinas-18.1.21.png,https://piaui.folha.uol.com.br/lupa/2021/01/19/verificamos-audio-whatsapp-vacina-hiv-cachorros-pcr/,FALSO
"“Na Austrália, o governo cancelou a vacinação em massa, um programa de 300 milhões de dólares que eles tinham começado antes de agora terem encontrado HIV em todas as vacinas, coisa que eu já vinha falando há muito tempo.” ",Áudio que circula em grupos de WhatsApp,,https://piaui.folha.uol.com.br/lupa/2021/01/19/verificamos-audio-whatsapp-vacina-hiv-cachorros-pcr/,FALSO
“Agora tem essa versão aí com HIV e com outros produtos para causar infertilidade. Toda a comunidade científica internacional já sabe disso.” ,Áudio que circula em grupos de WhatsApp,,https://piaui.folha.uol.com.br/lupa/2021/01/19/verificamos-audio-whatsapp-vacina-hiv-cachorros-pcr/,FALSO
"“Essa da Pfizer, os diretores são chineses. Os acionistas da Pfizer são chineses. Os da Moderna também, da GlaxoSmithKline também” ",Áudio que circula em grupos de WhatsApp,,https://piaui.folha.uol.com.br/lupa/2021/01/19/verificamos-audio-whatsapp-vacina-hiv-cachorros-pcr/,FALSO
"“Então não adianta, não existe vacina por uma coisa tão fajuta como esse vírus que ninguém conseguiu isolar. (…) Viram  in vitro , mas ninguém pegou um paciente que morreu, fizeram a autópsia e ‘tá aqui o vírus’. Porque não vai achar. Como eles fazem uma vacina para a população tomar se eles não sabem nem o que estão fazendo, que é só baseado em sintomas, são só sintomas. Não tem um grupo de sintomas (…). ",in vitroÁudio que circula em grupos de WhatsApp,,https://piaui.folha.uol.com.br/lupa/2021/01/19/verificamos-audio-whatsapp-vacina-hiv-cachorros-pcr/,FALSO
"“Não tomando a vacina, tu tem 99,7% de chance de sobreviver. Até mais que isso. Se tu tomar hidroxicloroquina, ivermectina e zinco, esses coquetéis, tu tem 99,9%, para não dizer 100%, depende das tuas circunstancias fisiológicas no momento” ",Áudio que circula em grupos de WhatsApp,,https://piaui.folha.uol.com.br/lupa/2021/01/19/verificamos-audio-whatsapp-vacina-hiv-cachorros-pcr/,FALSO
"“O próprio HIV foi criado em laboratório, isso já se sabe também e já vão ser liberadas essas informações também (…).” ",Áudio que circula em grupos de WhatsApp,,https://piaui.folha.uol.com.br/lupa/2021/01/19/verificamos-audio-whatsapp-vacina-hiv-cachorros-pcr/,FALSO
"“O teste do PCR é totalmente falso. Quem tiver alguma dúvida no teste do PCR, ele não foi feito pra isso, ele testa um cromossomo, não testa nada de vírus, desse aí. A pessoa  tá  com resfriado dá positivo, uma mão dá positivo, a Coca-Cola dá positivo, o abacaxi dá positivo. Tudo dá positivo.  O PCR é só para aumentar os números. E para justificar a quarentena, justificar as vacinas e botar medo nas pessoas. Tomara que muita gente tome essa vacina porque o mundo precisa se libertar desses ignorantes que a gente tem aí no Brasil.” ",táÁudio que circula em grupos de WhatsApp,,https://piaui.folha.uol.com.br/lupa/2021/01/19/verificamos-audio-whatsapp-vacina-hiv-cachorros-pcr/,FALSO
"Editorial: Apontaremos mentiras quando as virmos “Qual outro país do mundo disponibilizou o auxílio emergencial? Alguém lembra aí Argentina, Paraguai, Uruguai, Venezuela, México, Angola, Itália? [Eles não fizeram]”
 ","Presidente Jair Bolsonaro (sem partido), durante live em seu canal no YouTube em 14 de janeiro de 2021",,https://piaui.folha.uol.com.br/lupa/2021/01/15/bolsonaro-live-pazuello-covid-19/,FALSO
"“O PSOL entrou com uma ação na Justiça de Porto Alegre para que o município não entregue o kit de tratamento precoce para os portadores de Covid-19”
 ","Presidente Jair Bolsonaro (sem partido), durante live em seu canal no YouTube em 14 de janeiro de 2021",,https://piaui.folha.uol.com.br/lupa/2021/01/15/bolsonaro-live-pazuello-covid-19/,VERDADEIRO
"“O tratamento precoce é preconizado pelos conselhos federais […], se mostrou eficaz em todas as cidades e estados do Brasil”
 ","Ministro da Saúde, Eduardo Pazuello, durante live com o presidente Jair Bolsonaro (sem partido) em seu canal no YouTube em 14 de janeiro de 2021",,https://piaui.folha.uol.com.br/lupa/2021/01/15/bolsonaro-live-pazuello-covid-19/,FALSO
"“[O número de] Jovens entre 5 e 19 anos (…) sem comorbidade, que perderam a vida ano passado: 36. (…) É uma prova de que os jovens poderiam estar estudando [presencialmente]”
 ","Presidente Jair Bolsonaro (sem partido), durante live em seu canal no YouTube em 14 de janeiro de 2021",,https://piaui.folha.uol.com.br/lupa/2021/01/15/bolsonaro-live-pazuello-covid-19/,INSUSTENTÁVEL
"“Tenho uns 40 processos de impeachment. Alguma acusação de corrupção? De improbidade? De abuso de autoridade? Não, não tem”
 ","Presidente Jair Bolsonaro (sem partido), durante live em seu canal no YouTube em 14 de janeiro de 2021",,https://piaui.folha.uol.com.br/lupa/2021/01/15/bolsonaro-live-pazuello-covid-19/,FALSO
"“Se fosse um remédio que não fizesse mal comprovadamente, não tivesse efeito colateral, nem assim, eu (…) ia obrigar a tomar aquele medicamento, quem dirá algo emergencial que não foi devidamente comprovado”
 ","Presidente Jair Bolsonaro (sem partido), durante live em seu canal no YouTube em 14 de janeiro de 2021",,https://piaui.folha.uol.com.br/lupa/2021/01/15/bolsonaro-live-pazuello-covid-19/,CONTRADITÓRIO
"“Tem dado certo. A hidroxicloroquina, a azitromicina, ivermectina, a Anitta, zinco, vitamina D têm dado certo [no tratamento da Covid-19]”
 ","Presidente Jair Bolsonaro (sem partido), durante live em seu canal no YouTube em 14 de janeiro de 2021",,https://piaui.folha.uol.com.br/lupa/2021/01/15/bolsonaro-live-pazuello-covid-19/,FALSO
"“O uso da máscara, o afastamento social, as medidas de isolamento (…), isso tudo nós temos muita dificuldade de encontrar o que deu certo e o que deu errado”
 ","Ministro da Saúde, Eduardo Pazuello, durante live com o presidente Jair Bolsonaro (sem partido) em seu canal no YouTube em 14 de janeiro de 2021",,https://piaui.folha.uol.com.br/lupa/2021/01/15/bolsonaro-live-pazuello-covid-19/,FALSO
"“Confirmado pelo Departamento Estadual de Trânsito do Amazonas, nenhum veículo poderá circular nas ruas de Manaus a partir de hoje dia 14.01.2021 iniciando ás 19:00 horas até ás 05:00 Veículo que for pego circulando nas ruas serão recolhidos para o parqueamento do DETRAN.” ",Mensagem que circula em grupos de WhatsApp,https://piaui.folha.uol.com.br/lupa/wp-content/uploads/2021/01/detran-AM-Manaus.jpg,https://piaui.folha.uol.com.br/lupa/2021/01/15/verificamos-detran-recolher-veiculos-manaus/,FALSO
"“(…) O governo do estado do Amazonas deve à White Martins R$52 milhões. A White Martins, por sua vez, com essa demanda de oxigênio, falou para o governo do estado que iria liberar uma parte do oxigênio e que o governo teria que pagar a propaganda (…). Porque dinheiro em caixa tem, então por que não paga? Pague e eu libero.” ",Mensagem de áudio que circula em grupos de WhatsApp,https://piaui.folha.uol.com.br/lupa/wp-content/uploads/2021/01/áudio-governador-Manaus.png,https://piaui.folha.uol.com.br/lupa/2021/01/15/verificamos-white-martins-oxigenio-amazonas/,FALSO
"“(…) Nisso, o governador não quer comprar do Marcelo Dutra [dono Carboxi, empresa localizada em Manaus que produz e comercializa gases medicinais] porque ele é oposição ao governador. Então o que o governador fez? Fez com que a polícia, a mando dele, fosse para frente das fábricas que não são do governo, digamos assim, que não votam nele, que não apoiam ele, para que eles não vendam oxigênio. (…) Como a White Martins ele deve, mas não queria pagar e teve que pagar para ter oxigênio, as outras, que são oposição a ele, ele está vetando a venda (…)” ",Mensagem de áudio que circula em grupos de WhatsApp,,https://piaui.folha.uol.com.br/lupa/2021/01/15/verificamos-white-martins-oxigenio-amazonas/,FALSO
"“Estamos fechando lojas em todo o país – descubra como você pode obter um benefício exclusivo! (…)  Nosso objetivo daqui para frente é focar mais em estratégias online e nos aplicativos de vendas (…)” “É  triste vermos tantas unidades da Renner fechando, mas talvez você esteja se perguntando: “tá, mas eu ganho alguma coisa com isso?””. A resposta para essa pergunta é um grande e maravilhoso “SIM!”. Nosso departamento de produtos cosméticos está trabalhando com uma promoção chamada  “Renner – Distribuição gratuita de produtos para a pele”  . Estamos realizando uma “promoção online” com produtos de cuidados com a pele das melhores marcas, como Dior, NuRadiance, Estée Lauder, La Mer, Lancöme, Givenchy, Flaranse e muitas outras” ","Texto publicado em site pirata da Renner que, até as 18h do dia 14 de janeiro de 2021, tinha sido compartilhado por mais de 1,5 mil pessoas no Facebook ",https://piaui.folha.uol.com.br/lupa/wp-content/uploads/2021/01/renner-11.png,https://piaui.folha.uol.com.br/lupa/2021/01/14/verificamos-renner-golpe-lojas/,FALSO
"“E a vacina é do Brasil, não é de nenhum governador, não, é do Brasil”
 ","Jair Bolsonaro, presidente do Brasil, em conversa com apoiadores na saída do Palácio da Alvorada no dia 18 de janeiro de 2021",,https://piaui.folha.uol.com.br/lupa/2021/01/18/bolsonaro-pazuello-contradicao/,CONTRADITÓRIO
"“O início da vacinação não nos desobriga a continuar com o uso de máscara, não nos desobriga às medidas de prevenção e de afastamento social”
 ","Eduardo Pazuello, ministro da Saúde, em coletiva de imprensa no dia 18 de janeiro de 2021",,https://piaui.folha.uol.com.br/lupa/2021/01/18/bolsonaro-pazuello-contradicao/,CONTRADITÓRIO
"“A senhora não me viu receitar [hidroxicloroquina] ou dizer para as pessoas tomarem este ou aquele remédio. Nunca. Não aceito sua posição”
 ","Eduardo Pazuello, ministro da Saúde, em coletiva de imprensa no dia 18 de janeiro de 2021",,https://piaui.folha.uol.com.br/lupa/2021/01/18/bolsonaro-pazuello-contradicao/,CONTRADITÓRIO
"“Temos divulgado desde junho o atendimento precoce. Não confundam atendimento precoce com que remédio tomar”
 ","Eduardo Pazuello, ministro da Saúde, em coletiva de imprensa no dia 18 de janeiro de 2021",,https://piaui.folha.uol.com.br/lupa/2021/01/18/bolsonaro-pazuello-contradicao/,CONTRADITÓRIO
"“Fábrica de Taubaté ! Haddad foi expulso pelos funcionários na época da campanha da eleição para presidente, que gritavam MITO, MITO, MITO,…”
 ","Legenda de imagem publicada no Facebook que, até as 14h do dia 13 de janeiro de 2021, tinha sido compartilhada por mais de 300 pessoas",https://piaui.folha.uol.com.br/lupa/wp-content/uploads/2021/01/fabricadetaubatefakeinterna.png,https://piaui.folha.uol.com.br/lupa/2021/01/13/verificamos-ford-taubate/,FALSO
"“Acabamos de sair de uma reunião com o ministro Paulo Guedes, os três senadores, o vice-governador, e ele garantiu que não há nenhuma ameaça aos incentivos comprometidos com a Ford até 2025. Boa notícia ao trabalhador da Ford, boa notícia para a Bahia” ",,https://piaui.folha.uol.com.br/lupa/wp-content/uploads/2021/01/video-ford-bahia-interna.jpg,https://piaui.folha.uol.com.br/lupa/2021/01/14/verificamos-jaques-wagner-ford/,FALSO
