info,img,link,classification
"Uma força tarefa da Polícia Federal descobriu que a empresa farmacêutica Sinovac Biotech Ltda, meses antes de assinar um acordo com o Governo do Estado de São Paulo e o Instituto Butantan, teve 20% das ações compradas por um grupo de investidores aqui do Brasil; grupo de investidores que o maior societário é Fábio Luís Lula da Silva (filho do ex-presidente corrupto Lula). Esses 20% custaram 100 milhões de reais na época da compra. Agora, com a mídia em cima dessa vacina de eficácia duvidosa, esses 100 milhões se transformaram em 1,5 bilhão de reais. A fonte é o próprio site da polícia federal. Quem quiser é só procurar pelo inquérito 20221345 que tem as informações de parte das investigações...",https://static.aosfatos.org/media/cke_uploads/2021/01/27/naocomprou201.jpg,https://www.aosfatos.org/noticias/e-falso-que-filho-do-ex-presidente-lula-comprou-20-das-acoes-da-sinovac/,falso
URGENTE! DORIA FECHA SÃO PAULO COM FASE VERMELHA E VAI CURTIR ANGRA DOS REIS. CANALHA!!,https://static.aosfatos.org/media/cke_uploads/2021/01/27/doriahelicoptero.jpg,https://www.aosfatos.org/noticias/foto-de-helicoptero-nao-prova-que-doria-estava-em-angra-no-dia-tucano-participou-de-evento-em-sp/,falso
Luciano Hang doou 200 cilindros de oxigênio para o Amazonas,https://static.aosfatos.org/media/cke_uploads/2021/01/26/naodoou200.jpg,https://www.aosfatos.org/noticias/e-falso-que-luciano-hang-doou-200-cilindros-de-oxigenio-para-o-amazonas/,falso
"Bolsominion: 'Nossa, Bolsonaro é muito humilde, come até pão com leite condensado'.A caixa de leite condensado custa 5,99 no supermercado. Bolsonaro gastou 15,6 milhões de reais em leite condensado. Isso daria 2 milhões 604 mil caixinhas de leite condensado num ano. 217 mil caixinhas por mês, e 7204 caixas consumidas diariamente. Gordo ou corrupto?",,https://www.aosfatos.org/noticias/bolsonaro-nao-gastou-r-15-milhoes-em-leite-condensado-cifra-equivale-despesa-de-todo-o-governo-federal/,distorcido
Longe de mim. A vacina pode alterar o DNA.,https://static.aosfatos.org/media/cke_uploads/2021/01/26/vacinanaoalterdna1.jpg,https://www.aosfatos.org/noticias/vacinas-contra-covid-19-nao-alteram-o-codigo-genetico-nem-podem-causar-cancer/,falso
"Atenção Petralhas, se não for assim, não aceitamos talkey???? Carreata em Ubá hoje [25 de janeiro]",https://static.aosfatos.org/media/cke_uploads/2021/01/26/foto-de-2019-e-utilizada-para-retratar-carreata-em-2021.jpg,https://www.aosfatos.org/noticias/foto-de-carreata-pro-bolsonaro-em-2018-circula-em-posts-como-se-fosse-atual/,falso
"Lula aparece em primeiro lugar na lista de líderes mais corruptos da história. Divulgado pela revista Veja Oeste, o ex-Presidente da República Luiz Inácio Lula da Silva entrou para o ranking dos líderes mais corruptos da história da humanidade. E adivinhe só: Lula é o número 1 da lista. Uma vitória para o Brasil (ironia).",https://static.aosfatos.org/media/cke_uploads/2021/01/26/26-1-2021_lula-mais-corrupto-falso.jpg,https://www.aosfatos.org/noticias/e-falso-que-transparencia-internacional-apontou-lula-como-o-lider-mais-corrupto-da-historia/,falso
Faltou dinheiro para hospitais porque ele foi desviado pela Lei Rouanet,https://static.aosfatos.org/media/cke_uploads/2021/01/26/listaantiga2.jpg,https://www.aosfatos.org/noticias/lista-de-propostas-da-lei-rouanet-e-antiga-e-cita-projetos-que-nao-captaram-recursos/,falso
"Segundo informações apuradas pela Rádio Litoral FM, Carlos Bolsonaro esteve hoje no Hospital Central do Exército no Rio de Janeiro e vacinou-se contra a COVID-19. Vereador é conhecido por militar contra vacina da Sinovac",,https://www.aosfatos.org/noticias/e-falso-que-carlos-bolsonaro-ja-tenha-se-vacinado-contra-covid-19/,falso
Bolsonaro comete crime ao desrespeitar o STF e mandar ajuda ao Amazonas.,https://static.aosfatos.org/media/cke_uploads/2021/01/22/bolsonaronaocometeumanaus4.jpg,https://www.aosfatos.org/noticias/bolsonaro-nao-desobedeceu-o-stf-nem-cometeu-crime-ao-enviar-ajuda-ao-amazonas/,falso
"A partir do dia 08/02/21 o WhatsApp receberá uma atualização onde os policiais civis, federais e militares terão acesso às fotos, vídeos, áudios e ligações. Lamentamos muito ter que fazer isso, mas é necessário! Então, fique ciente que a partir do dia 8 de fevereiro vocês não terão mais privacidade em seu WhatsApp.",,https://www.aosfatos.org/noticias/nao-e-verdade-que-atualizacao-do-whatsapp-fara-policia-ter-acesso-mensagens/,falso
"Duas enfermeiras do hospital de Paraty foram internadas após vomitar e passar mal durante o trabalho. Será que foi devido às vacinas da COVID 19 CORONAVAC CHINESA? Segundo informações, elas estão sofrendo com reações adversas graves.",https://static.aosfatos.org/media/cke_uploads/2021/01/22/noticiafalsadeparaty1.jpg,https://www.aosfatos.org/noticias/enfermeiras-de-paraty-nao-passaram-mal-nem-foram-internadas-apos-tomar-coronavac/,falso
Deputado Paulo Ramos do PSOL RJ visitando as escolas e oferecendo vantagens e dinheiro para que as professoras façam um vídeo falso dizendo que todas as mulheres do colégio são contra Bolsonaro,,https://www.aosfatos.org/noticias/e-falso-que-deputado-do-psol-foi-flagrado-oferecendo-dinheiro-para-professoras-gravarem-videos-contra-bolsonaro/,falso
Pesquisa Ibope: aprovação de Bolsonaro vai a 80%,https://lh3.googleusercontent.com/sereKFg4aWxQn4xqkcnNj2SEjeXWWMcuGkmKvC-IJl1HbLRDLdfu3xLwcK9IjV9qYdxfswsdH9UD3dAmWQlbWKdMDd9uQNQWHqsH8CT7fUJp-74GWJ05PTDRQIDYj6CgbJgGKa67,https://www.aosfatos.org/noticias/e-falso-que-bolsonaro-alcancou-80-de-aprovacao-em-pesquisa-do-ibope/,falso
"
“O supremo sempre erra. Quem inventou 33 partidos? O STF. Quem inventou o financiamento público das eleições? O STF. Quem amarrou as mãos do Bolsonaro na pandemia? O STF. Quem está impondo a vacina chinesa ao povo? O STF. Quem proibiu o voto impresso contra a fraude? O STF”.
",https://lh6.googleusercontent.com/IbxXB-5iKQ962ojN9RVcuxjoayaW7E8DahPijMmcrYwFQvHpyXTXjVCWEfHKygWtMO2utDvF2i-3Dw9IiP4ICV-HzI6A-HZ_mEU3fqefjOCImje5gH4J4KkOZUPFopQGFaCpyL26,https://www.aosfatos.org/noticias/roberto-jefferson-distorce-informacoes-ao-lancar-acusacoes-ao-stf-no-twitter/,distorcido
"
“Após dizer que nunca promoveu o uso de cloroquina, nem fez propaganda do remédio, Bolsonaro excluiu todas as fotos com o medicamento do Instagram.""
",https://static.aosfatos.org/media/cke_uploads/2021/01/20/bolsonaronaoexcluifotos1.jpg,https://www.aosfatos.org/noticias/bolsonaro-nao-excluiu-de-suas-redes-sociais-fotos-em-que-promove-cloroquina/,falso
"
“Método Paulo Freire aplicado com sucesso. Signo de Libra foi citado pelo menos 3 milhões de redações. 'Enem: redação pedia que candidato falasse sobre Libras e metade falou de astrologia'""
",https://static.aosfatos.org/media/cke_uploads/2021/01/20/librasensacionalista1.jpg,https://www.aosfatos.org/noticias/e-falso-que-libras-foi-o-tema-da-redacao-do-enem-2020-e-que-milhoes-escreveram-sobre-o-signo/,falso
"
“Lembre-se, amanhã começa a nova regra do Whatsapp que permite usar suas fotos! Lembre-se que o prazo é hoje! Pode ser usado em ações judiciais contra você. Tudo o que você postou pode ser publicado a partir de hoje, até mesmo mensagens excluídas.""
",https://static.aosfatos.org/media/cke_uploads/2021/01/20/correnteenganosa2.jpg,https://www.aosfatos.org/noticias/e-falso-que-whatsapp-podera-acessar-fotos-e-mensagens-individuais-de-usuarios/,falso
"
“Angélica, esposa do Luciano Huck, sendo entrevistada pela Jovem Pan. Ela disse que é a favor que todo o povo brasileiro tome a vacina da China. O repórter perguntou se ela tem coragem de tomar a vacina. Ela disse que nem ela e nem a família dela precisam tomar vacina porque eles têm a imunidade alta”.
",https://lh6.googleusercontent.com/BTz-gKr91oKn4JjtdsbYWaAWkkas2ROsPOU8n6fb2bVkrVx-RZ9Ff6WCmLQJl3mCCIEAX018EQ7BrIJd6ADFUd5qLcT46-IQDhR1dikvHxlkT_6RnCTIdUZnuB48vJ25NLHbWSJT,https://www.aosfatos.org/noticias/e-falso-que-angelica-disse-que-nao-tomara-vacina-contra-covid-19/,falso
"
“Passou agora na Globo: Neymar fura fila pra tomar vacina antes de todo mundo. Esse é o ídolo de vocês?""
",https://static.aosfatos.org/media/cke_uploads/2021/01/19/fotoantigadoneymar.jpg,https://www.aosfatos.org/noticias/foto-em-que-neymar-aparece-sendo-vacinado-e-de-2010-nao-atual/,falso
"
“A empresa brasileira White Martins está importando de sua filial na Venezuela o estoque de oxigênio para Manaus. Não é a Venezuela que está doando. Só pra ficar claro okay.”
",,https://www.aosfatos.org/noticias/posts-enganam-ao-dizer-que-venezuela-nao-doou-oxigenio-hospitalar-ao-brasil/,falso
"
A enfermeira ‘vacinada’ hoje no Show do Doria já era cobaia da vacina chinesa. Alguém do marketing esqueceu de apagar os rastros da notícia sobre isso, em 08 de janeiro. É certo que a enfermeira recebeu hoje uma dose de qualquer outra coisa. Foi apenas uma performance artística, senhoras e senhores.
",https://lh3.googleusercontent.com/-8GsNrGrr8hz9ldAaJbqVkQ9qmMrgW1BkTt8KW2gKiMth4LrU3b4hfAkhE-5B79zWjYZsZ0HS5ouPtMF4ZSuBXxUBGN-lK4lvsyo8gtgE3a2KlHviboLFE2Ap0mKwh-4NgYMkecY,https://www.aosfatos.org/noticias/enfermeira-que-foi-primeira-vacinada-no-brasil-tomou-placebo-durante-testes-da-coronavac/,falso
"
“Vai que alguém esqueceu! Só Pra Lembrar! STF afastou o presidente do controle da Covid-19 e deu a governadores e prefeitos. Não cobrem do presidente”.
",https://lh4.googleusercontent.com/wGSu7t_zzSA8QVUi7P3Dsldm88nms7qpXCQucvi8jx8e444qgKsL8evsdvFCPi3BS-64W0YGqhdPIxqr6TlGd7dyt50LHk1O60_Hl4asy9WuoAeLgENgSdMJkyXxR0esVooMJ1AK,https://www.aosfatos.org/noticias/e-falso-que-stf-afastou-bolsonaro-e-deu-governadores-controle-de-acoes-contra-pandemia/,falso
"
“Moro a uns 3 km da White Martins e o que não falta é oxigênio aqui. O problema é que o governo deve a empresa 52 milhões e não pagou.”
",https://static.aosfatos.org/media/cke_uploads/2021/01/18/governonaodeve52milhoes.jpg,https://www.aosfatos.org/noticias/e-falso-que-governo-do-amazonas-deve-r-52-milhoes-white-martins/,falso
"
A produção da LG parou a fábrica de ar-condicionado para doar todo o oxigênio para os Hospitais da rede pública de Manaus. A determinação foi dada pelo Presidente da LG
",https://static.aosfatos.org/media/cke_uploads/2021/01/15/cilindroswhitemartins2.jpg,https://www.aosfatos.org/noticias/video-nao-mostra-cilindros-de-oxigenio-da-lg-carregamento-e-da-white-martins/,distorcido
"
Epidemiologista do Instituto Sabin de Washington diz que Coronavac do Butantan tem 49% de eficácia e não pode ser aprovada.
",https://lh5.googleusercontent.com/TIdaUJ_2i6ywM4NgJTCaM9ANsg7j1tlxaBuD_9SEPnD5W_k4PlokRdB8cgJ6PG67T8JUwK0GcnZ9NQZeG-QYUPypUdq8HZvje-ZV9LGxRn9GVgF3AjmhH2uykJH0ioQZBY3t7zkg,https://www.aosfatos.org/noticias/nao-e-verdade-que-epidemiologista-disse-que-coronavac-nao-poderia-ser-aprovada/,falso
"
O gás tá caro? Só pra lembrar que eu doei a refinaria Bolívia e agora a gente paga uma fortuna pra comprar gás deles
",https://static.aosfatos.org/media/cke_uploads/2021/01/15/lulanaodoourefinarias.jpg,https://www.aosfatos.org/noticias/e-falso-que-lula-doou-refinarias-para-bolivia-unidades-foram-vendidas-em-2007/,falso
"
Esse gráfico mostra quanto FHC gastava com a imprensa, depois quanto Lula e Dilma e em verde o que Bolsonaro investiu em marketing... entende agora porque a imprensa não está do lado dele?
",https://static.aosfatos.org/media/cke_uploads/2021/01/15/graficoenganoso1.jpg,https://www.aosfatos.org/noticias/e-falso-que-governo-bolsonaro-gastou-apenas-r-150-milhoes-em-publicidade-em-2019/,falso
"
Já está sendo comprovado que a eficácia da danada que era de 78% e depois caiu para 50,38% (o mínimo exigido pela Anvisa e OMS). Agora está em 49,69%.
",https://lh5.googleusercontent.com/8Ynht_nILVEeVf1YyplOcBnP5GRQ8z_4KjZW7Wg2MOgEgooynqbgjicQxSgup8Lu1yqI4JcqbNanZLF-e5aq2MMMtOPSx2hRpS5HNmSGyUKgloLumKmHIMPV4yy4KkiLH3Q3CMBw,https://www.aosfatos.org/noticias/e-falso-que-taxa-de-eficacia-da-coronavac-caiu-de-78-para-5038-e-4969/,falso
"
“Em 1994, cédulas eleitorais falsas foram encontradas na urna. Um dos beneficiados pela fraude era o então candidato a Deputado Federal Jair Bolsonaro”
",https://static.aosfatos.org/media/cke_uploads/2021/01/14/naohaprovasde1994a.jpg,https://www.aosfatos.org/noticias/posts-omitem-informacoes-ao-relacionar-bolsonaro-fraude-em-cedulas-eleitorais-em-1994/,distorcido
"
""Doria e a eficácia da Coronovac viraram piada internacional. TV americana zombando do docinho""
",https://static.aosfatos.org/media/cke_uploads/2021/01/14/videomanipuladotv1.jpg,https://www.aosfatos.org/noticias/e-falso-que-doria-foi-zombado-por-emissora-de-tv-nos-eua-video-foi-manipulado/,falso
"
""Não use máscara. Meu Deusssss. A globo falando a verdade sobre as máscaras. 2020 tá estranho mesmo.”
",https://static.aosfatos.org/media/cke_uploads/2021/01/13/omsrecomendamascara1.jpg,https://www.aosfatos.org/noticias/reportagem-antiga-da-tv-globo-sobre-uso-de-mascaras-circula-em-posts-como-atual/,falso
"
""Um homem foi capturados (sic) por populares na comunidade do Castelar, em Belford Roxo, e confirmou em depoimento a DHBF que matou os meninos pra fazer ritual de magia negra”
",https://static.aosfatos.org/media/cke_uploads/2021/01/12/homemnaoconfessou1.jpg,https://www.aosfatos.org/noticias/e-falso-que-homem-confessou-ter-matado-criancas-desaparecidas-em-belford-roxo/,falso
"

""E VIVA A ÁUSTRIA. A Áustria é o primeiro país a ser governado por um governo 100% de Direita. O Primeiro Ministro Sebastian Kurz ( 29 anos ) já entrou limpando: Pena perpétua para traficantes. Corte de ajuda de custos a estrangeiros que não podem mais usar os serviços públicos, terão de pagar por eles… E PROIBIÇÃO DO COMUNISMO... Kurz após assumir o cargo foi a uma penitenciária e na frente de mais de 7 mil presidiários disse: VOCÊS TÊM UMA DÍVIDA MORAL COM POVO DA ÁUSTRIA! A PARTIR DE HOJE IRÃO TRABALHAR NOS SERVICOS PÚBLICOS PARA SE REDIMIREM E COMER”
",https://static.aosfatos.org/media/cke_uploads/2021/01/12/naofoiproibidocomunismo1.jpg,https://www.aosfatos.org/noticias/e-falso-que-austria-proibiu-o-comunismo-e-cortou-ajuda-financeira-imigrantes/,falso
"
PRAS PESSOAS QUE PEDEM O IMPEACHMENT DO PRESIDENTE BOLSONARO OUÇAM ESSE ÁUDIO DO GENERAL BRAGA NETTO POR FAVOR E NÃO SE ARREPENDAM…
",https://static.aosfatos.org/media/cke_uploads/2021/01/12/naoeobraganetto2.jpg,https://www.aosfatos.org/noticias/e-falso-que-ministro-braga-netto-gravou-audio-defendendo-intervencao-militar/,falso
"
Cientistas italianos submeteram um kiwi ao teste para Corona. É. Deu positivo. Fé nos testes da ""Siênssia"". E você acreditando em segunda onda. Desse jeito qualquer pessoa testa positivo.
",https://lh4.googleusercontent.com/W--mGw6Y1K5bLgBUJujjcT-nB6rQetGjYv_9ALzQlmSIMFnc6fuqFbx9V9YtwMBxcksr0eLRKtjyY1h7QP8eyxhiO0P0DH8hn1AWaSaKjI0NDbPP2-XUYKvXqwoH8MHeER9HFUZv,https://www.aosfatos.org/noticias/video-de-teste-positivo-para-covid-19-em-kiwi-nao-prova-que-exames-sao-ineficazes/,falso
"
""Estamos trilhando o caminho da vitória, derrotamos o Trump, agora nosso foco é o Brasil e caçar cada um dos fascistas de direita. Como fizemos em toda a América Latina e estamos fazendo no mundo todo""
",,https://www.aosfatos.org/noticias/e-montagem-tweet-em-que-jose-dirceu-diz-que-cacara-fascistas-no-brasil/,falso
"
Médico em Goiânia revoluciona o tratamento de câncer: casca do fruto do jatobá triturada
",https://static.aosfatos.org/media/cke_uploads/2021/01/08/jatobanaocuraocancer1.jpg,https://www.aosfatos.org/noticias/e-falso-que-casca-triturada-do-fruto-do-jatoba-seja-capaz-de-curar-o-cancer/,falso
"
Pfizer informa que vacina traz risco para nascimento de crianças com má formação
",,https://www.aosfatos.org/noticias/e-falso-que-pfizer-alertou-que-vacina-contra-covid-19-causa-ma-formacao-em-fetos/,falso
"
Viva!! Até que enfim uma boa notícia, o Instituto Vital Brazil achou a cura da Covid, em seu estágio inicial, com tratamento a base de plasma eqüino, que produz anticorpos 100 vezes mais potentes do que o humano, eficácia de 100% na cura, parabéns, Brasil.
",https://lh3.googleusercontent.com/nRCNJ7dYo4imaxa09wubN3kPrZFNMcCgY63cgDCXF1zmm8ppMA2ZVK8zBOWJ1Ck0LoHFlnmEx7Lf9DlRu7skzgNatJqmLIviJg1Jxju7GsgC1rYLcJWhD2sTuWvRw_1w1pNu48bj,https://www.aosfatos.org/noticias/nao-ha-evidencias-de-que-plasma-equino-cure-covid-19-soro-ainda-nao-foi-testado-em-humanos/,falso
"
Anvisa declara: Sinovac fora dos padrões
Butantan e Dória terão que se explicar
",https://static.aosfatos.org/media/cke_uploads/2021/01/07/anvisanaodeclarou.jpg,https://www.aosfatos.org/noticias/anvisa-nao-declarou-que-fabricante-da-coronavac-esta-fora-dos-padroes-de-qualidade/,falso
"
Imprensa esquerdista esconde a mega manifestação contra as fraudes eleitorais nos Estados Unidos hoje.
",https://static.aosfatos.org/media/cke_uploads/2021/01/07/protestode2018.jpg,https://www.aosfatos.org/noticias/fotos-nao-mostram-ato-pro-trump-mas-protesto-em-2018-por-controle-de-armas-nos-eua/,falso
"
Isso mata o vírus! Por que não utilizá-los? Deveria ser dado gratuitamente nos postos de saúde.
",https://lh6.googleusercontent.com/GthU6ygGGCTREQY0iTf4EEfuWG1mdC4hsikKCda5Lk8Z6vgH6DUHvUiibBEYaK-_gy1AGnTR9PSPsGG7BE1G0yau14IQUyKaZJdRAthLn75bWWUF_iDhkKzNgJMRYJ23WHolg0-i,https://www.aosfatos.org/noticias/posts-enganam-ao-indicar-uso-de-remedios-sem-eficacia-comprovada-contra-covid-19/,falso
"
Caetano Rouanet Veloso, Regina Casé, Betânia, Martinália filha de Martinho da Vila e outras dezenas de artistas em festa de réveillon, TODOS SEM DISTANCIAMENTO E SEM MÁSCARAS.
",https://static.aosfatos.org/media/cke_uploads/2021/01/06/festa2019caetano2.jpg,https://www.aosfatos.org/noticias/video-de-caetano-e-bethania-dancando-em-festa-e-janeiro-de-2019-nao-atual/,falso
"
ESTA É A REPÚBLICA DO ATRASO COM UM POVO QUE VIVE NO ACASO
",https://static.aosfatos.org/media/cke_uploads/2021/01/06/tabelafalsadesalarios1.jpg,https://www.aosfatos.org/noticias/e-falso-que-salario-minimo-no-brasil-era-o-menor-da-america-do-sul-em-2020/,falso
"
Kamala Harris fingindo tomar vacina…
",https://static.aosfatos.org/media/cke_uploads/2021/01/05/05-01-2020_kama-fingindo-tomar-vacina-falso_selo.jpg,https://www.aosfatos.org/noticias/e-falso-que-vacinacao-de-kamala-harris-contra-covid-19-foi-encenada/,falso
"
166.657 óbitos entre 01/03 a 03/05 de 2020. No mesmo período de 2019 foram 188.640 óbitos. Ou seja, ano passado tivemos 22 mil óbitos a mais.
",https://lh4.googleusercontent.com/cgOSBV73jo_L8IqZKeELXkksa1vP8hZe9o-Nmx1Gaxw1H85-CbH3T0cNOJF80cj0TjSPh2CM8sWEX_qTTfXUe4MO15NP2fe4FFOCcTKWW8Zm5TfvYWlIvFZocDzBpLvdA1basy-B,https://www.aosfatos.org/noticias/numero-de-obitos-no-brasil-entre-marco-e-maio-de-2020-nao-foi-menor-do-que-no-mesmo-periodo-de-2019/,falso
"
A HIPÓCRITA MAJU DO FIQUE EM CASA NA PRAIA E SEM MÁSCARA. FIQUE EM CASA IDIOTA.
",,https://www.aosfatos.org/noticias/foto-de-maju-coutinho-na-praia-nao-e-recente-mas-de-maio-de-2019/,distorcido
"
Jornalista diz ter ficado na mesma cela de Dilma Rousseff: ""nunca fomos torturadas""
",,https://www.aosfatos.org/noticias/e-falso-que-jornalista-disse-que-dilma-rousseff-nao-foi-torturada-na-ditadura/,falso
"
Cadê a agulha? Me engana que eu gosto 😂. Se nem eles têm coragem de tomar a vacina chinesa imagina eu 😂😂😂
",https://lh3.googleusercontent.com/4tF7UZtH4DlO0MhEytXUF7uG1G1fwU7qR_kJrLV22FTDX6eN-alKSSM9X-8PgK_HEnzgzHyo3661WLsf2r91BchRyvUCjCi0oq9EpUaz-mau8nRfkfkIQUHv1MLqLfprw9q87k0M,https://www.aosfatos.org/noticias/posts-usam-video-editado-ao-alegar-que-vacinacao-em-israel-foi-encenada/,falso
"
A vice-presidente argentina é a primeira mulher a ser vacinada sem agulha, sem luvas e sem seringa, também sem máscara, nem a enfermeira nem ela.

",,https://www.aosfatos.org/noticias/cristina-kirchner-nao-tomou-vacina-contra-covid-19-sem-mascara-foto-e-de-2013/,falso
"
A vacina de Oxford para imunizar todos os brasileiros custará R$ 6 bilhões. A vacina da China para imunizar apenas o estado de São Paulo custou R$ 22 bilhões. Sorria, paulistas, nós estamos sendo roubados.
",,https://www.aosfatos.org/noticias/e-falso-que-governo-de-sp-gastou-r-22-bilhoes-com-coronavac-para-imunizar-populacao-do-estado/,falso
"
CEO da Pfizer diz que não tomará a própria vacina.
",https://lh4.googleusercontent.com/AeSJqov9csb9APtilq7rto6wmWsb4tGpf_kE6gcPiJ6cGK39A-j_84Arm4cPxSHyXQgASLqogxkKCTTpP3tFR3iNHQdIMkRQJJcKqxuS30eKzhYX9D3LIQ-m3Q_MhqDDfDMjKr8_,https://www.aosfatos.org/noticias/e-falso-que-o-ceo-da-pfizer-disse-que-nao-tomara-vacina-contra-covid-19-produzida-pela-empresa/,falso
"
Não é hora de desanimar, não é hora de desistir. Iremos vencer essa guerra contra a Esquerda e o socialismo. Isso está acontecendo em Paris, acorda Brasil.
",https://lh6.googleusercontent.com/CI1rSAeKZQFOMeztkOaHHcP8cK4dKWglzedoCFCceswRROPaDiLXstGZW29a8686Ar22pqaqAFc6I8-2rXeScfNO1nodgRX4MfTljy8DLhnMKAS66M_mcWyJ_0EOie7184FjbN2W,https://www.aosfatos.org/noticias/foto-de-multidao-em-paris-e-de-comemoracao-da-copa-de-2018-nao-de-ato-contra-a-esquerda/,falso
"
Associação Médica Americana declara que retira as restrições contra Hidroxicloroquina e admite seus benefícios, liberando para uso em tratamentos precoces visto a quantidade de artigos científicos citando seus resultados positivos na dose e na hora correta.
",,https://www.aosfatos.org/noticias/associacao-medica-americana-nao-recomenda-hidroxicloroquina-contra-covid-19/,falso
